%time,field.speed
1.12978E+11,12.65059202
1.13039E+11,13.46417083
1.13071E+11,13.5
1.13131E+11,13.43206071
1.13176E+11,13.5
1.13248E+11,12.73152513
1.13289E+11,13.21152513
1.13326E+11,13.5
1.1337E+11,13.5
1.13406E+11,12.9358153
1.13468E+11,12.47580664
1.13547E+11,13.5
1.13606E+11,13.5
1.13679E+11,12.47989932
1.13742E+11,12.16489932
1.13781E+11,11.36989932
1.13838E+11,11.06989932
1.13869E+11,10.47489932
1.13948E+11,10.16489932
1.13988E+11,9.866399391
1.14015E+11,10.32639939
1.14074E+11,11.20639939
1.1414E+11,12.24639939
1.14178E+11,12.70343992
1.14233E+11,11.45920387
1.14273E+11,10.72920387
1.1433E+11,10.83420387
1.14365E+11,11.41420387
1.14433E+11,11.51876654
1.1448E+11,11.30999444
1.14537E+11,12.22999444
1.14569E+11,11.7733168
1.14634E+11,11.16110113
1.14667E+11,11.62662471
1.14732E+11,11.88245995
1.14775E+11,12.25323734
1.1483E+11,11.27843474
1.14903E+11,11.67843474
1.14973E+11,11.25175878
1.15037E+11,12.22756712
1.15075E+11,12.3873839
1.15135E+11,12.20395505
1.15166E+11,12.2620496
1.15238E+11,12.2339548
1.15267E+11,11.5089548
1.15332E+11,11.96658676
1.15374E+11,12.37218987
1.15434E+11,12.34254116
1.15474E+11,12.35630785
1.15535E+11,11.98968796
1.15564E+11,11.38254269
1.15637E+11,11.98101284
1.15684E+11,12.29557896
1.15736E+11,11.54557896
1.15779E+11,12.02557896
1.15833E+11,12.42100181
1.15877E+11,12.6132037
1.15936E+11,12.43026203
1.15975E+11,12.73026203
1.16032E+11,12.33611902
1.16099E+11,11.66111902
1.16165E+11,11.57683812
1.16194E+11,11.02683812
1.16273E+11,11.07683812
1.16332E+11,11.08683812
1.16371E+11,10.42683812
1.16438E+11,10.37183812
1.1646E+11,10.00183812
1.16528E+11,10.21183812
1.16557E+11,9.936838119
1.16629E+11,10.12183812
1.16664E+11,9.741838119
1.16738E+11,9.701838119
1.16803E+11,8.951838119
1.16826E+11,8.531838119
1.16899E+11,7.856838119
1.16968E+11,7.931838119
1.17038E+11,7.891838119
1.17071E+11,7.519917073
1.17099E+11,7.278931023
1.17173E+11,7.578931023
1.17204E+11,7.500658849
1.17268E+11,7.720658849
1.17338E+11,8.240246134
1.17373E+11,8.540246134
1.1741E+11,8.940246134
1.17469E+11,9.224968758
1.17536E+11,9.504834542
1.17574E+11,9.804834542
1.17638E+11,9.49974773
1.17673E+11,9.79974773
1.1774E+11,9.517356434
1.17793E+11,9.817356434
1.17832E+11,10.21735643
1.1788E+11,10.44235643
1.17929E+11,10.19235643
1.17979E+11,10.31735643
1.18009E+11,10.71735643
1.18053E+11,11.01735643
1.18109E+11,10.09235643
1.18182E+11,9.800650983
1.18224E+11,10.20065098
1.18271E+11,9.926042125
1.18337E+11,9.96722009
1.18367E+11,9.852206516
1.18442E+11,9.600794068
1.18476E+11,9.651933648
1.18514E+11,10.05193365
1.18568E+11,9.054033899
1.18638E+11,9.295554011
1.18678E+11,9.775554011
1.18751E+11,10.13901264
1.18789E+11,10.43901264
1.18855E+11,10.83901264
1.18895E+11,11.13901264
1.18941E+11,11.53901264
1.18981E+11,11.81401264
1.19037E+11,11.58901264
1.19077E+11,11.61925319
1.19135E+11,11.29425319
1.19206E+11,11.69425319
1.19275E+11,11.24425319
1.19305E+11,0
1.29275E+11,0
